Paired,Statistics,P-value,Variables,logp,index
"JWG-071, JWG-119",5.350442238141121,0.0006925044570229767,Cells_AreaShape_Zernike_5_3,3.1595774270949137,83
"AX15836, JWG-119",5.255628338620529,0.0006338316811235351,Cells_AreaShape_Zernike_5_3,3.198026057046529,84
"DMSO, JWG-071",4.158911776010488,0.00348129360697294,Cells_AreaShape_Zernike_5_5,2.458259347439364,85
"DMSO, AX15836",-1.0815991353575765,0.3130801454868451,Cells_AreaShape_Zernike_5_5,0.5043444730375405,86
"DMSO, JWG-119",8.017226891331903,4.839805097826565e-05,Cells_AreaShape_Zernike_5_5,4.3151721273313655,87
"JWG-071, AX15836",-3.59138699799949,0.0030618767840964968,Cells_AreaShape_Zernike_5_5,2.5140122901445094,88
"JWG-071, JWG-119",2.3310525985867363,0.03541216688727378,Cells_AreaShape_Zernike_5_5,1.4508474977436356,89
"AX15836, JWG-119",5.864990799169458,5.438728326488504e-05,Cells_AreaShape_Zernike_5_5,4.264502634373591,90
"DMSO, JWG-071",1.311359114516823,0.22886396074777593,Cells_AreaShape_Zernike_6_4,0.6404225903776293,91
"DMSO, AX15836",1.6893114548019847,0.12834034511731282,Cells_AreaShape_Zernike_6_4,0.8916367971911348,92
"DMSO, JWG-119",5.753822281025502,0.0006699701737390116,Cells_AreaShape_Zernike_6_4,3.1739445311333427,93
"JWG-071, AX15836",-0.26832561739491395,0.7933176263970689,Cells_AreaShape_Zernike_6_4,0.10055289619669136,94
"JWG-071, JWG-119",4.799633561354691,0.0008595140132458501,Cells_AreaShape_Zernike_6_4,3.065747038318715,95
"AX15836, JWG-119",5.186714650582651,0.0008944074755156088,Cells_AreaShape_Zernike_6_4,3.0484645795810748,96
"DMSO, JWG-071",3.0481193350461275,0.01733089771348571,Cells_AreaShape_Zernike_6_6,1.7611789409262666,97
"DMSO, AX15836",-2.377767101432381,0.046301983200071686,Cells_AreaShape_Zernike_6_6,1.334400406943127,98
"DMSO, JWG-119",20.69849786923418,5.240957205444023e-10,Cells_AreaShape_Zernike_6_6,9.280589386474738,99
"JWG-071, AX15836",-3.929160251011707,0.0015827242588453126,Cells_AreaShape_Zernike_6_6,2.8005947410396907,100
"JWG-071, JWG-119",4.795437437669028,0.00106525402857266,Cells_AreaShape_Zernike_6_6,2.9725468147115808,101
"AX15836, JWG-119",11.117333211128102,1.0516057520920491e-06,Cells_AreaShape_Zernike_6_6,5.978147047047413,102
"DMSO, JWG-071",1.208207446597574,0.2640499051462969,Cells_AreaShape_Zernike_7_5,0.5783139841855119,103
"DMSO, AX15836",-0.09474844520068497,0.9269382517480489,Cells_AreaShape_Zernike_7_5,0.032949195540808426,104
"DMSO, JWG-119",7.764575794378938,0.00010622694535335735,Cells_AreaShape_Zernike_7_5,3.97376530685184,105
"JWG-071, AX15836",-1.0228507517472714,0.32465506319928894,Cells_AreaShape_Zernike_7_5,0.48857781964363517,106
"JWG-071, JWG-119",6.94776950440348,8.101491257670398e-05,Cells_AreaShape_Zernike_7_5,4.091435032310605,107
"AX15836, JWG-119",7.528817571181605,6.56690898742356e-05,Cells_AreaShape_Zernike_7_5,4.1826390026759555,108
"DMSO, JWG-071",3.8282599083861153,0.005329524560445267,Cells_AreaShape_Zernike_7_7,2.2733115320587483,109
"DMSO, AX15836",-1.9309749075571605,0.09266457752673943,Cells_AreaShape_Zernike_7_7,1.0330862499401101,110
"DMSO, JWG-119",6.859489668080769,0.00021239895577258324,Cells_AreaShape_Zernike_7_7,3.6728476227286087,111
"JWG-071, AX15836",-3.867921898863449,0.00204503803733047,Cells_AreaShape_Zernike_7_7,2.689298609784219,112
"JWG-071, JWG-119",4.385435480215003,0.0012524531042052396,Cells_AreaShape_Zernike_7_7,2.902238526511558,113
"AX15836, JWG-119",6.756386476134083,1.5387288407536568e-05,Cells_AreaShape_Zernike_7_7,4.812837906055499,114
"DMSO, JWG-071",-0.5105352368393652,0.6248012294696015,Cells_AreaShape_Zernike_9_5,0.2042581245351443,115
"DMSO, AX15836",-0.5673871962481342,0.5859821369869609,Cells_AreaShape_Zernike_9_5,0.2321156227638819,116
"DMSO, JWG-119",6.308459640648005,0.0003699781851529036,Cells_AreaShape_Zernike_9_5,3.431823882276301,117
"JWG-071, AX15836",0.1831837833482462,0.8581126295185654,Cells_AreaShape_Zernike_9_5,0.06645570612774898,118
"JWG-071, JWG-119",5.460049133777247,0.00012012247266989931,Cells_AreaShape_Zernike_9_5,3.920375736614247,119
"AX15836, JWG-119",6.142019827345846,0.00017591600134173518,Cells_AreaShape_Zernike_9_5,3.7546946552647973,120
"DMSO, JWG-071",0.9795711574742113,0.358111049808004,Cells_AreaShape_Zernike_9_7,0.44598227827152365,121
"DMSO, AX15836",-0.7195570503007342,0.49414523630043794,Cells_AreaShape_Zernike_9_7,0.3061453870002855,122
"DMSO, JWG-119",6.545570551969972,0.0003165439767771643,Cells_AreaShape_Zernike_9_7,3.499565945852281,123
"JWG-071, AX15836",-1.1991246423871962,0.2508504092000555,Cells_AreaShape_Zernike_9_7,0.6005851861922147,124
"JWG-071, JWG-119",6.206448132691361,0.00031533506758758074,Cells_AreaShape_Zernike_9_7,3.5012277298137087,125
"AX15836, JWG-119",6.534766028961039,0.000198388205900384,Cells_AreaShape_Zernike_9_7,3.7024841500479337,126
"DMSO, JWG-071",1.950263386035574,0.08762281159278486,Cells_AreaShape_Zernike_9_9,1.0573828155308032,127
"DMSO, AX15836",-5.128557172506645,0.00046200494220166783,Cells_AreaShape_Zernike_9_9,3.335353378644237,128
"DMSO, JWG-119",6.991859020085062,0.00019452148477612602,Cells_AreaShape_Zernike_9_9,3.7110324241356443,129
"JWG-071, AX15836",-4.486417328213431,0.0009198106368394786,Cells_AreaShape_Zernike_9_9,3.0363015724810722,130
"JWG-071, JWG-119",5.7466422318738335,0.000248191668968531,Cells_AreaShape_Zernike_9_9,3.605212800523508,131
"AX15836, JWG-119",8.097223349649866,4.858959980635019e-05,Cells_AreaShape_Zernike_9_9,4.313456677858367,132
"DMSO, JWG-071",13.930502640895764,1.1637294264360138e-06,Cells_Correlation_Correlation_DNA_AGP,5.93414798383169,133
"DMSO, AX15836",2.569360256512138,0.03360813527769066,Cells_Correlation_Correlation_DNA_AGP,1.4735555833673408,134
"DMSO, JWG-119",4.18814041092321,0.004076549902031835,Cells_Correlation_Correlation_DNA_AGP,2.3897072370037766,135
"JWG-071, AX15836",-9.401212554982838,2.880599731717935e-07,Cells_Correlation_Correlation_DNA_AGP,6.540517084094815,136
"JWG-071, JWG-119",1.841694598631307,0.10592443035913557,Cells_Correlation_Correlation_DNA_AGP,0.9750038628714551,137
"AX15836, JWG-119",3.808745351443747,0.006226747334830936,Cells_Correlation_Correlation_DNA_AGP,2.205738756458617,138
"DMSO, JWG-071",9.09535969865941,4.0742707500847085e-06,Cells_Correlation_Correlation_DNA_ER,5.389950113931659,139
"DMSO, AX15836",5.404286744480424,0.00010846607685015614,Cells_Correlation_Correlation_DNA_ER,3.9647060677176453,140
"DMSO, JWG-119",-8.000631324500949,2.7004885864018375e-05,Cells_Correlation_Correlation_DNA_ER,4.568557653921827,141
"JWG-071, AX15836",-4.475812588503501,0.0006819665321808395,Cells_Correlation_Correlation_DNA_ER,3.1662369380206914,142
"JWG-071, JWG-119",-12.760440151615141,8.278307865272152e-09,Cells_Correlation_Correlation_DNA_ER,8.082058426485315,143
"AX15836, JWG-119",-10.46315697981412,5.360266279833873e-07,Cells_Correlation_Correlation_DNA_ER,6.270813635495654,144
"DMSO, JWG-071",10.448975079115883,8.403503073048493e-08,Cells_Correlation_Correlation_DNA_Mito,7.075539636776994,145
"DMSO, AX15836",9.087643739542864,2.947588906006418e-11,Cells_Correlation_Correlation_DNA_Mito,10.530533086722887,146
"DMSO, JWG-119",-6.918419916520072,7.902161296083163e-05,Cells_Correlation_Correlation_DNA_Mito,4.102254109900846,147
"JWG-071, AX15836",-4.420456327055645,0.0011583825135555556,Cells_Correlation_Correlation_DNA_Mito,2.936148007020245,148
"JWG-071, JWG-119",-12.371402632470598,8.859404308484839e-08,Cells_Correlation_Correlation_DNA_Mito,7.052595478365231,149
"AX15836, JWG-119",-10.950879903568707,3.7448982880363725e-06,Cells_Correlation_Correlation_DNA_Mito,5.426559973303477,150
"DMSO, JWG-071",6.705147912610468,5.1678583052706155e-05,Cells_Correlation_Correlation_DNA_RNA,4.286689402536716,151
"DMSO, AX15836",5.103440164395533,0.0005607537112861339,Cells_Correlation_Correlation_DNA_RNA,3.251227843405708,152
"DMSO, JWG-119",-5.665030374948399,0.0003897629270248248,Cells_Correlation_Correlation_DNA_RNA,3.4091994719250156,153
"JWG-071, AX15836",-0.7918204332108192,0.4418419224776189,Cells_Correlation_Correlation_DNA_RNA,0.3547330801419633,154
"JWG-071, JWG-119",-9.076141839078298,7.22905796580796e-07,Cells_Correlation_Correlation_DNA_RNA,6.140918292872396,155
"AX15836, JWG-119",-8.062156413986298,1.8074282942768167e-06,Cells_Correlation_Correlation_DNA_RNA,5.74293892336545,156
"DMSO, JWG-071",-5.670000185427813,0.0003201503926694033,Cells_Correlation_Correlation_ER_AGP,3.4946459611705945,157
"DMSO, AX15836",0.8580024786021551,0.4112486830982701,Cells_Correlation_Correlation_ER_AGP,0.3858954797387965,158
"DMSO, JWG-119",-11.142325935763154,8.868285266458022e-06,Cells_Correlation_Correlation_ER_AGP,5.0521603453663015,159
"JWG-071, AX15836",5.242753188251644,0.0001403502156084881,Cells_Correlation_Correlation_ER_AGP,3.852786915858151,160
"JWG-071, JWG-119",-9.042044377590846,1.5136536800918463e-05,Cells_Correlation_Correlation_ER_AGP,4.819973478884746,161
"AX15836, JWG-119",-11.108198282009203,4.595405481695636e-06,Cells_Correlation_Correlation_ER_AGP,5.337676162037705,162
"DMSO, JWG-071",-1.9023717757743186,0.0930216009281269,Cells_Correlation_Correlation_ER_RNA,1.0314161904290124,163
"DMSO, AX15836",-2.198047264057017,0.057870021813684225,Cells_Correlation_Correlation_ER_RNA,1.2375463539322729,164
"DMSO, JWG-119",-10.363899864406877,1.1973183704690642e-05,Cells_Correlation_Correlation_ER_RNA,4.921790354060134,165
"JWG-071, AX15836",-0.11121789622569808,0.9130314087298113,Cells_Correlation_Correlation_ER_RNA,0.03951428226480774,166
"JWG-071, JWG-119",-8.165883171690782,5.2176988056516375e-06,Cells_Correlation_Correlation_ER_RNA,5.282520994384678,167
"AX15836, JWG-119",-8.233649215532294,6.45436165132216e-06,Cells_Correlation_Correlation_ER_RNA,5.1901467038262545,168
"DMSO, JWG-071",-2.379822475968183,0.0357160606298998,Cells_Correlation_Correlation_Mito_AGP,1.4471364484689264,169
"DMSO, AX15836",4.816385438269839,5.255861731360325e-05,Cells_Correlation_Correlation_Mito_AGP,4.279356068504801,170
"DMSO, JWG-119",-8.165231474503575,7.281303399697957e-05,Cells_Correlation_Correlation_Mito_AGP,4.137790872248858,171
"JWG-071, AX15836",5.569533071971545,0.00018325967715744897,Cells_Correlation_Correlation_Mito_AGP,3.7369330828526492,172
"JWG-071, JWG-119",-7.613416874268378,9.201402816960482e-05,Cells_Correlation_Correlation_Mito_AGP,4.036145956434703,173
"AX15836, JWG-119",-8.796758331635704,4.4567905124323286e-05,Cells_Correlation_Correlation_Mito_AGP,4.350977779069048,174
"DMSO, JWG-071",-4.531342106260095,0.0017985923785778669,Cells_Correlation_Correlation_Mito_ER,2.7450672512142247,175
"DMSO, AX15836",3.2247968161294103,0.007001052013192047,Cells_Correlation_Correlation_Mito_ER,2.154836695814933,176
"DMSO, JWG-119",-9.90970161373049,2.0500596719305692e-05,Cells_Correlation_Correlation_Mito_ER,4.688233497572048,177
"JWG-071, AX15836",5.882332268522601,0.00013868606344910524,Cells_Correlation_Correlation_Mito_ER,3.8579671789501555,178
"JWG-071, JWG-119",-8.1425281067359,3.133284806401128e-05,Cells_Correlation_Correlation_Mito_ER,4.504000127229138,179
"AX15836, JWG-119",-10.394256674707409,1.2074077772750395e-05,Cells_Correlation_Correlation_Mito_ER,4.918146031052733,180
"DMSO, JWG-071",-0.17950846289559205,0.861663466719873,Cells_Correlation_Correlation_Mito_RNA,0.0646623201196609,181
"DMSO, AX15836",-1.3647803959097633,0.2123632316301492,Cells_Correlation_Correlation_Mito_RNA,0.6729206744193031,182
"DMSO, JWG-119",-8.675421876092681,5.183742634029445e-05,Cells_Correlation_Correlation_Mito_RNA,4.285356568749245,183
"JWG-071, AX15836",-1.1531570355334908,0.274919925949919,Cells_Correlation_Correlation_Mito_RNA,0.5607937817408108,184
"JWG-071, JWG-119",-8.51862399850805,4.2109516126021065e-05,Cells_Correlation_Correlation_Mito_RNA,4.375619748962218,185
"AX15836, JWG-119",-7.7005381367132415,3.387818290347333e-05,Cells_Correlation_Correlation_Mito_RNA,4.470079891616357,186
"DMSO, JWG-071",-5.258282547340285,0.0008171983328774636,Cells_Correlation_Correlation_RNA_AGP,3.0876725280195907,187
"DMSO, AX15836",0.496589550700312,0.6332586019363569,Cells_Correlation_Correlation_RNA_AGP,0.19841890221152306,188
"DMSO, JWG-119",-16.884476424375258,3.8498120878227536e-07,Cells_Correlation_Correlation_RNA_AGP,6.414560468209248,189
"JWG-071, AX15836",4.084157270279119,0.0011233322436775253,Cells_Correlation_Correlation_RNA_AGP,2.9494917751228646,190
"JWG-071, JWG-119",-11.466449381850467,8.557663712014169e-08,Cells_Correlation_Correlation_RNA_AGP,7.06764478385888,191
"AX15836, JWG-119",-14.422747086727988,4.393279131897591e-09,Cells_Correlation_Correlation_RNA_AGP,8.357211202472975,192
"DMSO, JWG-071",-0.06498132101678546,0.9497500709304614,Cells_Correlation_K_AGP_DNA,0.022390665338699454,193
"DMSO, AX15836",1.363278326986338,0.20980355466895279,Cells_Correlation_K_AGP_DNA,0.6781871578963544,194
"DMSO, JWG-119",2.964905546415635,0.020298804092406055,Cells_Correlation_K_AGP_DNA,1.692529547868471,195
"JWG-071, AX15836",1.075542848882063,0.3003932571861596,Cells_Correlation_K_AGP_DNA,0.5223098200024535,196
"JWG-071, JWG-119",2.7821234154951062,0.020576640151648125,Cells_Correlation_K_AGP_DNA,1.6866255373832184,197
"AX15836, JWG-119",2.155556341846669,0.05746847990845468,Cells_Correlation_K_AGP_DNA,1.2405702901831814,198
"DMSO, JWG-071",-0.7447218328689365,0.479511000509355,Cells_Correlation_K_AGP_Mito,0.3192014251863093,199
"DMSO, AX15836",-0.29063615245241653,0.77931068364058,Cells_Correlation_K_AGP_Mito,0.10828936993771152,200
"DMSO, JWG-119",-1.9222461161768136,0.09301016670098335,Cells_Correlation_K_AGP_Mito,1.0314695772437787,201
"JWG-071, AX15836",0.3379275060592331,0.740437611460023,Cells_Correlation_K_AGP_Mito,0.13051152882422154,202
"JWG-071, JWG-119",-0.6669951913376586,0.5159943106174956,Cells_Correlation_K_AGP_Mito,0.28735508690195344,203
"AX15836, JWG-119",-1.0502053026897025,0.3118272981333031,Cells_Correlation_K_AGP_Mito,0.5060858682693135,204
"DMSO, JWG-071",0.8355000096567803,0.4274949053307384,Cells_Correlation_K_DNA_AGP,0.36906905660816325,205
"DMSO, AX15836",-0.9902406079576724,0.35044235646171124,Cells_Correlation_K_DNA_AGP,0.45538340802371624,206
"DMSO, JWG-119",-1.9469023617137502,0.08879639311406429,Cells_Correlation_K_DNA_AGP,1.0516046747897854,207
"JWG-071, AX15836",-1.3368344009965423,0.2026467972506388,Cells_Correlation_K_DNA_AGP,0.6932602557138796,208
"JWG-071, JWG-119",-2.0913994293836713,0.05595620929159144,Cells_Correlation_K_DNA_AGP,1.2521517141142016,209
"AX15836, JWG-119",-0.9403466322074064,0.363917937432069,Cells_Correlation_K_DNA_AGP,0.43899653761031,210
"DMSO, JWG-071",-0.8765621994179167,0.4089099613337177,Cells_Correlation_K_DNA_ER,0.38837230959833824,211
"DMSO, AX15836",-2.3431764282849463,0.05036140536468176,Cells_Correlation_K_DNA_ER,1.2979021591517388,212
"DMSO, JWG-119",-1.238249172811577,0.2532576962742548,Cells_Correlation_K_DNA_ER,0.5964373479473363,213
"JWG-071, AX15836",-0.9870507488599776,0.3404145736952462,Cells_Correlation_K_DNA_ER,0.46799185534437926,214
"JWG-071, JWG-119",-0.018588203817015408,0.9854578098258334,Cells_Correlation_K_DNA_ER,0.006361964334364241,215
"AX15836, JWG-119",1.1224443269425555,0.28188873378427304,Cells_Correlation_K_DNA_ER,0.5499222811808877,216
"DMSO, JWG-071",-0.43402412063018464,0.6767808377849058,Cells_Correlation_K_DNA_Mito,0.16955194630781767,217
"DMSO, AX15836",-0.5938239202730224,0.5705772586480415,Cells_Correlation_K_DNA_Mito,0.24368554189815977,218
"DMSO, JWG-119",-1.9431565616198894,0.09117127666780019,Cells_Correlation_K_DNA_Mito,1.040141963749272,219
"JWG-071, AX15836",-0.12728281256582083,0.9005290591329709,Cells_Correlation_K_DNA_Mito,0.04550226838861747,220
"JWG-071, JWG-119",-1.049578979072642,0.31171551403031333,Cells_Correlation_K_DNA_Mito,0.5062415824197006,221
"AX15836, JWG-119",-0.90017491021602,0.3833281280412044,Cells_Correlation_K_DNA_Mito,0.41642931170082553,222
"DMSO, JWG-071",7.087488644264961,1.1811016962207047e-05,Cells_Correlation_K_ER_RNA,4.927712706784441,223
"DMSO, AX15836",3.4887845785833975,0.005506176599993283,Cells_Correlation_K_ER_RNA,2.2591498635615355,224
"DMSO, JWG-119",10.340643219940157,2.5769311386167004e-07,Cells_Correlation_K_ER_RNA,6.58889718661726,225
"JWG-071, AX15836",-2.227985888363271,0.04340756274968293,Cells_Correlation_K_ER_RNA,1.3624345982681667,226
"JWG-071, JWG-119",2.7344111850613597,0.016134914237597844,Cells_Correlation_K_ER_RNA,1.7922333386726574,227
"AX15836, JWG-119",4.68273534055212,0.000379310243358554,Cells_Correlation_K_ER_RNA,3.4210054289185448,228
"DMSO, JWG-071",0.5116433787495125,0.6239411703811385,Cells_Correlation_K_Mito_DNA,0.204856356765164,229
"DMSO, AX15836",0.6086288780882084,0.5612496267069378,Cells_Correlation_K_Mito_DNA,0.25084393484237716,230
"DMSO, JWG-119",2.778749268861235,0.025887031588275957,Cells_Correlation_K_Mito_DNA,1.5869177463492863,231
