Assay_Plate_Barcode,Plate_Map_Name
BR00122970,CR-12982_Gray_cmpds_AB00027680
BR00122971,CR-12982_Gray_cmpds_AB00027680
BR00122972,CR-12982_Gray_cmpds_AB00027680
BR00122973,CR-12982_Gray_cmpds_AB00027680
BR00122974,CR-12982_Gray_cmpds_AB00027680
BR00122975,CR-12982_Gray_cmpds_AB00027680
BR00122977,CR-12982_Gray_cmpds_AB00027680
BR00122978,CR-12982_Gray_cmpds_AB00027680
